Round,FPR,FRR
0,0.0,1.0
1,0.0,0.23333333333333334
2,0.0,0.03333333333333333
3,0.0,0.7666666666666667
4,0.0,0.43333333333333335
5,0.014285714285714285,0.23333333333333334
6,0.02857142857142857,0.13333333333333333
7,0.014285714285714285,0.06666666666666667
8,0.17142857142857143,0.5333333333333333
9,0.18571428571428572,0.26666666666666666
10,0.02857142857142857,0.16666666666666666
11,0.02857142857142857,0.13333333333333333
12,0.014285714285714285,0.1
13,0.014285714285714285,0.0
14,0.02857142857142857,0.0
15,0.014285714285714285,0.5
16,0.0,0.36666666666666664
17,0.02857142857142857,0.13333333333333333
18,0.04285714285714286,0.2
19,0.1,0.13333333333333333
20,0.11428571428571428,0.06666666666666667
21,0.11428571428571428,0.0
22,0.11428571428571428,0.0
23,0.12857142857142856,0.0
24,0.18571428571428572,0.3333333333333333
25,0.14285714285714285,0.4
26,0.11428571428571428,0.2
27,0.07142857142857142,0.26666666666666666
28,0.02857142857142857,0.13333333333333333
29,0.02857142857142857,0.06666666666666667
30,0.02857142857142857,0.0
31,0.02857142857142857,0.0
32,0.04285714285714286,0.0
33,0.02857142857142857,0.0
34,0.0,0.0
35,0.0,0.26666666666666666
36,0.0,0.23333333333333334
37,0.0,0.16666666666666666
38,0.0,0.26666666666666666
39,0.02857142857142857,0.23333333333333334
40,0.02857142857142857,0.1
41,0.5142857142857142,0.03333333333333333
42,0.7142857142857143,0.0
43,0.42857142857142855,0.0
44,0.2857142857142857,0.0
45,0.14285714285714285,0.0
46,0.1,0.0
47,0.04285714285714286,0.0
48,0.02857142857142857,0.26666666666666666
49,0.0,0.3
50,0.0,0.16666666666666666
